timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,102,0,661,0
2,7944,58,48767,21
3,8000,70,49088,18
4,8089,66,49745,36
5,8096,65,49530,25
6,7853,95,49201,19
7,8180,46,49378,25
8,8010,52,49181,31
9,8196,63,50030,15
10,8070,60,49930,3
11,7990,70,49171,12
12,8154,84,50031,27
13,8319,78,50453,44
14,8368,59,50742,27
15,8445,56,50926,8
16,8219,51,49849,26
17,8260,94,50338,11
18,8242,65,50202,13
19,8168,66,49551,50
20,8130,67,50194,13
21,8080,64,50005,14
22,8395,67,50664,11
23,8100,95,49869,8
24,4127,51,0,0
25,26,0,0,0
26,26,0,0,0
27,27,0,0,0
28,26,0,0,0
29,28,0,0,0
30,26,0,0,0
