timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,728,211,1155,261
2,21280,4540,50343,6681
3,25961,3259,94218,5445
4,28048,111,43292,217
5,27486,108,41367,188
6,27129,104,39625,152
7,26677,105,38158,161
8,29985,622,72387,1717
9,28190,116,43438,183
10,27179,127,39436,210
11,28012,131,42842,240
12,27083,85,39231,122
13,29593,392,66211,994
14,28048,137,43111,207
15,27605,139,41303,232
16,27512,107,40475,222
17,27754,114,41457,196
18,29727,344,61606,671
19,28230,154,43297,247
20,15451,18,0,0
21,15198,2,0,0
22,15190,1,0,0
23,15201,3,0,0
24,15233,1,0,0
25,15195,5,0,0
26,15201,6,0,0
27,15225,3,0,0
28,15199,4,0,0
29,15217,1,0,0
30,15226,6,0,0
