timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,9295,11951,15527,17375,55,18863,9159,2509
2,9223,11631,15167,18559,61,21327,9150,2337
3,9119,11111,13999,16591,60,18287,8961,2132
4,10591,13839,17567,20191,63,23231,10518,2881
5,10871,13671,18415,22047,60,26223,10827,2855
6,10903,13103,15543,18383,54,21071,10733,2415
7,13175,16495,20991,23551,53,26303,12816,3543
8,11543,17423,21071,22575,65,26591,12099,3777
9,10895,15263,18463,22383,54,25935,11241,3050
10,12527,15759,20319,22639,58,24111,12188,3537
11,10735,15535,18639,21167,62,24111,11134,3219
12,11743,15319,18335,21263,69,23391,11758,3080
13,9111,11455,14415,18703,58,21983,9004,2295
14,3567,10207,13135,16319,46,23215,4678,4074
15,590,939,1066,1120,48,1188,582,267
16,503,930,1083,1111,43,1152,517,293
17,483,941,1085,1110,44,1128,506,297
18,504,985,1092,1107,42,1229,528,314
19,688,1069,1217,2073,42,16279,670,506
20,599,1009,1082,1114,45,2165,613,276
21,514,970,1085,1112,46,1182,528,296
22,504,923,1066,1106,42,2165,524,263
23,521,942,1084,1108,44,1122,527,295
24,685,1060,1167,15823,48,17663,680,670
25,596,1038,1087,1116,45,2165,609,289
26,550,960,1081,1113,43,1135,552,289
27,426,956,1082,1106,45,2187,490,291
28,478,936,1078,1109,44,2175,507,294
29,647,1051,1128,1182,44,2177,625,308
30,543,982,1074,1110,45,2187,572,290
