timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,219,278,352,447,127,1200,226,43
2,221,281,362,734,133,1209,229,47
3,217,273,348,430,121,915,224,39
4,264,380,588,886,141,1287,282,83
5,297,424,586,814,154,1512,314,86
6,302,444,611,834,155,1502,321,92
7,324,506,724,1042,152,4319,352,137
8,352,557,793,1374,153,3825,383,160
9,319,462,650,875,157,1326,338,97
10,293,416,570,937,147,2949,310,94
11,289,426,591,1041,143,4859,309,118
12,232,298,380,488,138,1261,240,47
13,234,304,384,478,133,1237,243,47
14,236,306,387,500,139,1086,244,48
15,239,328,417,476,135,784,250,52
16,236,304,382,486,134,922,244,45
17,237,305,392,535,140,1262,245,49
18,237,303,381,473,134,809,244,44
19,237,305,383,482,138,899,245,45
20,236,302,382,481,133,942,244,45
21,237,304,384,463,136,769,244,44
22,236,303,387,587,139,1129,244,48
23,236,301,382,627,132,1118,244,47
24,237,303,386,532,144,820,244,45
25,240,322,422,508,136,941,252,53
26,240,309,391,497,141,1063,248,47
27,239,307,389,480,140,996,247,47
28,236,303,380,481,132,1112,244,46
29,237,302,377,462,131,778,244,43
30,236,299,375,477,133,823,242,43
