timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1753,312,867,244
2,73671,12709,62975,18368
3,76988,11876,68310,20051
4,73470,12463,61225,19283
5,69550,12302,54959,17942
6,71004,13006,57379,17327
7,75667,12324,68021,20229
8,77594,12042,68708,19366
9,77452,12074,71286,21220
10,74166,12417,62024,19134
11,73574,12343,63091,18996
12,75746,12382,66190,19614
13,78229,12674,73486,21066
14,76136,12483,69675,21060
15,75608,12158,67251,19722
16,69808,11381,62844,18840
17,70310,10504,67719,18585
18,68596,10372,64920,18248
19,68869,10746,66206,18949
20,67121,10453,60422,18088
21,14779,2650,0,0
22,26,0,0,0
23,26,0,0,0
24,29,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,29,0,0,0
30,26,0,0,0
