timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.5,7.5,12.0,3.0,14.5,17.5
2,92.5,186.0,278.5,92.5,328.5,421.0
3,88.5,190.0,278.5,84.0,327.5,411.5
4,94.5,184.5,279.0,83.0,330.5,413.5
5,90.0,186.0,276.0,79.0,343.0,422.0
6,94.0,185.0,279.0,84.0,335.5,419.5
7,92.5,189.5,282.0,88.5,328.0,416.5
8,88.5,188.5,277.0,83.0,325.5,408.5
9,92.5,187.0,279.5,88.5,323.5,412.0
10,94.0,187.5,281.5,80.5,335.5,416.0
11,90.0,188.5,278.5,82.5,333.5,416.0
12,93.0,186.5,279.5,84.5,329.0,413.5
13,92.5,190.5,283.0,85.0,323.5,408.5
14,91.0,189.5,280.5,84.0,334.5,418.5
15,92.0,186.5,278.5,83.5,330.5,414.0
16,92.0,189.5,281.5,88.0,329.0,417.0
17,96.5,188.5,285.0,84.0,328.0,412.0
18,97.0,187.5,284.5,85.5,328.5,414.0
19,92.0,191.5,283.5,85.5,322.5,408.0
20,94.5,188.5,283.0,82.5,331.5,414.0
21,23.5,49.0,72.5,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
