timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,13623,16319,20255,31279,89,35647,13670,2895
2,16703,23359,30671,34207,99,48703,17179,4968
3,16591,22335,27519,30767,106,40927,16831,4569
4,13615,15463,19279,23167,85,29087,13407,2486
5,13255,15135,18623,24527,96,31135,13096,2454
6,13503,15559,19695,25839,120,32079,13237,2811
7,13215,14751,17039,19455,104,22271,13089,1989
8,13239,14847,18463,20367,98,26991,13091,2174
9,13359,14887,17455,20847,114,23775,13120,2277
10,13151,15207,19727,23871,89,30191,13016,2579
11,13311,15111,18415,21359,113,25583,13118,2456
12,13047,14951,18719,21615,115,23823,12885,2457
13,13095,14927,20063,29839,99,33343,12945,2681
14,13151,14751,18543,22399,89,26783,12984,2305
15,13095,15207,18959,25871,85,31103,12942,2572
16,12951,14439,16895,19695,118,23279,12781,2083
17,12951,14935,20303,26143,120,30031,12776,2766
18,13015,14863,18319,19599,95,22255,12867,2317
19,13047,14927,18655,21967,121,24991,12827,2517
20,13071,15311,20991,24351,128,28383,12875,2954
21,13639,15887,19871,25711,135,30991,13363,2900
22,13271,15215,20063,22383,126,25567,12963,2818
23,13359,15655,19215,28943,116,32927,13162,2807
24,13183,15375,18415,25135,146,29887,13041,2596
25,13287,15015,18575,21487,112,23951,13022,2505
26,13319,15663,19807,22943,145,27967,13048,2891
27,13199,15007,18303,20271,131,23903,12905,2457
28,1841,10367,12775,16007,92,20639,4053,3875
29,608,1087,1128,1226,81,1826,605,324
30,624,1070,1110,1538,77,2341,607,321
