timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,208,227,282,328,192,771,211,18
2,250,349,435,528,193,723,263,56
3,218,248,298,317,198,355,223,19
4,220,258,300,328,196,352,226,21
5,214,252,295,332,195,396,220,20
6,216,244,295,324,196,383,221,18
7,208,229,285,321,192,944,212,20
8,206,232,279,309,189,355,211,17
9,205,222,273,309,192,912,209,18
10,208,229,272,316,190,342,212,15
11,207,237,276,318,193,367,212,16
12,212,242,292,337,195,366,217,18
13,211,237,296,341,193,388,215,19
14,208,239,284,306,191,345,213,18
15,207,230,278,313,185,340,211,17
16,212,247,290,322,193,357,217,20
17,212,247,293,317,187,953,217,24
18,204,233,290,313,192,325,210,19
19,210,243,282,317,192,328,215,18
20,214,250,294,317,193,410,220,19
21,216,250,293,322,193,356,222,19
22,212,244,289,322,194,375,217,18
23,219,255,299,339,195,410,225,20
24,213,247,291,319,193,359,219,19
25,215,245,295,318,192,804,220,21
26,206,239,291,327,193,363,212,19
27,210,245,297,332,193,379,216,19
28,207,226,283,311,192,346,211,16
29,213,245,289,316,187,330,218,19
30,213,248,294,329,192,348,219,20
