timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,102064,11207060,0,100896
2,102068,11207060,0,100932
3,102068,11207060,0,100936
4,102092,11207060,0,100936
5,102096,11207060,0,100944
6,102096,11207060,0,100964
7,102096,11207060,0,100968
8,102104,11207060,0,100968
9,102104,11207060,0,100968
10,102104,11207060,0,100972
11,102120,11207060,0,100976
12,102120,11207060,0,100988
13,102140,11207060,0,100992
14,102140,11207060,0,100996
15,102140,11207060,0,101028
16,102140,11207060,0,101028
17,102140,11207060,0,101032
18,102140,11207060,0,101040
19,102140,11207060,0,101040
20,102140,11207060,0,101040
21,102140,11207060,0,101040
22,102140,11207060,0,101052
23,102144,11207060,0,101064
24,102144,11207060,0,101068
25,102144,11207060,0,101068
26,102264,11207060,0,0
27,102264,11207060,0,0
28,102264,11207060,0,0
29,102264,11207060,0,0
30,102264,11207060,0,0
