timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,361952,8476524,0,620684
2,361952,8476524,0,620684
3,361952,8476524,0,620684
4,361952,8476524,0,621492
5,361952,8476524,0,621496
6,361952,8476524,0,621500
7,361952,8476524,0,621508
8,361952,8476524,0,621512
9,361952,8476524,0,621528
10,374872,8476524,0,621528
11,374892,8476524,0,621560
12,374892,8476524,0,621560
13,374892,8476524,0,621560
14,374892,8476524,0,621576
15,371936,8476524,0,621576
16,371932,8476524,0,621640
17,371932,8476524,0,621656
18,371932,8476524,0,621656
19,371932,8476524,0,621656
20,371932,8476524,0,621660
21,371932,8476524,0,621660
22,372012,8476524,0,0
23,372012,8476524,0,0
24,372012,8476524,0,0
25,372012,8476524,0,0
26,372012,8476524,0,0
27,372012,8476524,0,0
28,372012,8476524,0,0
29,372012,8476524,0,0
30,372012,8476524,0,0
