timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2242,412,1310,324
2,75334,12602,52056,13698
3,75642,12608,50085,13547
4,77101,12532,53128,12993
5,75272,12645,50663,14104
6,76877,12732,51377,14236
7,77639,12630,52105,13844
8,75197,12955,51170,14127
9,77532,12657,53581,13018
10,77494,12936,52903,14737
11,76362,13143,50764,13668
12,76122,13128,50669,13676
13,76439,13591,51892,13606
14,76880,13189,52272,14622
15,76190,13395,49781,14139
16,74823,13500,50082,14323
17,76613,13423,50842,14266
18,74891,13438,49690,14149
19,75902,13523,51542,13552
20,75510,14016,49987,14279
21,40669,7523,0,0
22,43,0,0,0
23,43,0,0,0
24,43,0,0,0
25,44,0,0,0
26,43,0,0,0
27,42,0,0,0
28,43,0,0,0
29,44,0,0,0
30,44,0,0,0
