timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,317,384,476,602,213,950,324,48
2,315,385,493,640,217,1066,324,50
3,313,374,464,608,207,973,319,45
4,397,570,954,1477,203,2925,425,136
5,459,636,882,1184,254,2373,481,122
6,434,589,806,1122,239,1943,455,107
7,584,798,1087,1571,240,5343,601,184
8,462,675,1022,1480,257,2631,495,148
9,493,774,1180,2531,254,4647,540,206
10,493,669,896,1234,238,1620,510,124
11,443,633,894,1340,240,3507,471,131
12,524,713,949,1398,263,2311,543,138
13,489,2387,2715,3121,240,3841,952,850
14,2321,2597,2729,4635,2092,4915,2359,174
15,2301,2461,2675,2791,2112,2861,2319,108
16,2323,2597,2765,2877,2092,2931,2351,141
17,2297,2581,2747,2875,1904,3089,2332,140
18,2307,2581,2735,2805,2062,2851,2341,138
19,2315,2575,2721,2797,1984,2825,2348,137
20,2339,2657,2769,2867,2108,2875,2392,173
21,2281,2419,2659,4531,2048,4715,2302,142
22,2293,2477,2761,2863,2072,2875,2321,130
23,2323,2643,2735,2799,1878,3071,2376,164
24,2287,2507,2729,2775,2072,2807,2317,134
25,2281,2441,2729,2851,2078,2903,2304,116
26,2349,2643,3011,5423,2094,5935,2397,231
27,2303,2509,2701,2823,2074,2933,2329,125
28,2287,2477,2715,2825,2104,2839,2317,124
29,2297,2647,2765,4439,1891,4755,2355,206
30,2301,2431,2693,2779,2092,2809,2317,103
