timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1294,2393,1019903,1068031,260,2084863,23909,149773
2,1264,2407,1019903,1065983,475,1274879,22517,144865
3,1270,2493,1017343,1067007,315,2093055,22013,143515
4,1397,2493,1021439,1068031,300,2095103,26555,161834
5,1650,2907,1024511,1064959,283,2063359,27787,162698
6,1597,2885,1021951,1231871,241,2080767,29588,170644
7,1619,3129,1022463,1063935,534,2052095,27889,161029
8,2024,3757,1055743,1231871,702,2073599,35064,182427
9,1595,3099,1025023,1063935,441,2091007,28282,164296
10,2161,3685,1029119,1221631,562,2080767,34308,179584
11,1625,2585,1022463,1227775,447,2092031,27440,162644
12,1825,3387,1026559,1419263,347,2078719,31928,176349
13,1547,2861,1021439,1070079,401,2058239,26200,156829
14,1794,2615,1022463,1065983,571,2073599,26277,157847
15,1446,2439,1025535,1073151,475,1271807,25947,156414
16,1307,1986,1021951,2029567,497,2236415,23598,158123
17,1356,2517,1021439,1057791,485,2073599,23580,148323
18,1322,2241,1018879,1253375,315,2044927,24211,154581
19,1345,2179,1021951,1221631,316,1436671,21558,142518
20,1328,2691,1020415,1063935,387,2058239,21640,142484
21,1326,2289,1023487,2049023,455,2092031,25083,163631
22,1309,2427,1020415,1065983,323,1234943,22623,144877
23,1375,2803,1021951,1058815,355,2047999,23704,148060
24,1396,2623,1017343,1062911,207,2051071,20793,138172
25,1338,2249,1023999,1067007,461,1253375,23280,147092
26,1304,1945,1022463,1068031,290,2092031,23737,151019
27,1342,3681,1021951,1058815,331,1073151,21633,140546
28,1298,2141,1019903,1062911,366,1269759,22209,144384
29,1338,2225,1020927,1064959,371,2092031,23573,150363
30,1343,2385,1021439,1069055,492,2042879,22512,144930
