timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,502,183,888,145
2,15221,4586,35406,4259
3,14682,4320,34239,4292
4,14253,4351,33951,3998
5,14264,4519,34622,4246
6,14542,4561,35342,4011
7,14669,4834,36318,4268
8,15087,4619,35528,4073
9,14725,4704,33899,4294
10,13534,4233,32925,3873
11,14589,4577,34917,4227
12,15415,4716,35786,4148
13,16192,4341,34589,4243
14,14853,4361,35539,4161
15,15222,4419,35461,4214
16,14392,4526,33750,4398
17,5697,1726,0,0
18,26,0,0,0
19,25,0,0,0
20,27,0,0,0
21,26,0,0,0
22,28,0,0,0
23,26,0,0,0
24,26,0,0,0
25,27,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,27,0,0,0
