timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,13915,2252286,13915.0,2.148,0.013915
2,13012,2104866,13012.0,2.007,0.013012
3,12548,2028240,12548.0,1.934,0.012548
4,11579,1870614,11579.0,1.784,0.011579
5,12596,2034882,12596.0,1.941,0.012596
6,11948,1930878,11948.0,1.841,0.011948
7,14803,2397600,14803.0,2.287,0.014803
8,14786,2394522,14786.0,2.284,0.014786
9,14785,2393712,14785.0,2.283,0.014785
10,14765,2391282,14765.0,2.281,0.014765
11,14780,2394360,14780.0,2.283,0.014780
12,14766,2390796,14766.0,2.280,0.014766
13,14795,2396142,14795.0,2.285,0.014795
14,15101,2446200,15101.0,2.333,0.015101
15,14779,2393874,14779.0,2.283,0.014779
16,14724,2384316,14724.0,2.274,0.014724
17,14775,2392416,14775.0,2.282,0.014775
18,15162,2456082,15162.0,2.342,0.015162
19,14784,2394684,14784.0,2.284,0.014784
20,14791,2395332,14791.0,2.284,0.014791
21,14770,2392092,14770.0,2.281,0.014770
22,14726,2385288,14726.0,2.275,0.014726
23,14663,2374596,14663.0,2.265,0.014663
24,14683,2377188,14683.0,2.267,0.014683
25,14637,2368764,14637.0,2.259,0.014637
26,14636,2370222,14636.0,2.260,0.014636
27,14664,2375244,14664.0,2.265,0.014664
28,14670,2375244,14670.0,2.265,0.014670
29,14730,2385450,14730.0,2.275,0.014730
30,14649,2371680,14649.0,2.262,0.014649
