timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1566,521,1130,391
2,24183,6797,19897,6135
3,24739,6612,20225,6533
4,24635,6953,20147,6508
5,24006,6899,19682,6679
6,24714,6809,21206,5580
7,24633,6681,20493,6273
8,24130,6432,20323,6098
9,25259,7124,21277,6514
10,24112,6622,20194,6271
11,24194,6740,20657,6756
12,15493,4343,-670206,-241272
13,37,0,0,0
14,37,0,0,0
15,37,0,0,0
16,39,0,0,0
17,37,0,0,0
18,37,0,0,0
19,36,0,0,0
20,38,0,0,0
21,39,0,0,0
22,37,0,0,0
23,35,0,0,0
24,37,0,0,0
25,38,0,0,0
26,39,0,0,0
27,36,0,0,0
28,37,0,0,0
29,37,0,0,0
30,37,1,0,0
