syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2240516,0,120032217,53,18.50
futex,101112,0,493362646,4879,76.05
write,65933,0,3835470,58,0.59
shutdown,32969,0,1831016,55,0.28
rt_sigreturn,2138,0,86912,40,0.01
restart_syscall,7,0,5022646,717520,0.77
