timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,84,94,125,166,71,671,85,10
2,93,135,164,190,73,742,100,23
3,102,141,170,196,72,736,107,23
4,103,148,181,538,73,4363,112,76
5,107,148,175,218,75,2014,113,33
6,87,108,160,189,70,987,91,18
7,85,95,138,169,67,608,86,11
8,86,99,144,170,71,209,88,10
9,83,95,113,165,69,215,85,8
10,83,95,111,163,71,186,85,8
11,84,93,113,167,71,603,85,9
12,83,94,123,164,68,229,85,9
13,82,94,145,177,71,220,84,10
14,80,89,141,161,70,182,82,8
15,84,94,143,165,67,637,86,11
16,80,93,146,165,67,182,83,11
17,79,87,142,160,65,197,80,9
18,79,91,148,174,70,192,81,11
19,81,92,146,168,70,826,83,12
20,82,95,137,167,65,603,84,11
21,82,92,144,178,66,224,83,11
22,80,90,118,162,68,179,82,8
23,78,89,142,163,66,182,79,10
24,80,91,123,158,67,640,81,10
25,80,91,144,167,67,404,82,10
26,84,95,125,155,71,198,85,9
27,82,93,110,174,69,212,84,9
28,85,95,120,165,70,207,86,8
29,83,93,138,165,70,964,84,13
30,82,93,108,155,69,193,83,7
