timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2104,337,1307,301
2,76801,12247,50447,13600
3,75870,13100,51649,13805
4,76418,12538,49808,14859
5,74681,13045,50015,14309
6,75853,12259,49963,14166
7,75379,13135,52604,12906
8,75235,13304,49360,14827
9,76061,12707,50702,14855
10,76045,13144,49316,15186
11,75985,13138,49569,14768
12,76457,13578,51451,13750
13,74894,13311,48350,15884
14,75965,13168,49468,15521
15,75388,13051,48259,15136
16,77471,12952,49879,14499
17,74775,13353,48542,14987
18,75419,13191,49604,14664
19,76224,13132,49401,15126
20,75199,13464,49276,14210
21,30268,5606,0,0
22,46,1,0,0
23,46,0,0,0
24,47,0,0,0
25,46,0,0,0
26,48,0,0,0
27,46,0,0,0
28,46,0,0,0
29,47,0,0,0
30,46,1,0,0
