timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1750,319,1141,194
2,73525,9470,57146,10105
3,73836,9514,57932,10499
4,73655,9588,55649,10675
5,74326,9555,56561,10470
6,73201,9728,54451,10165
7,73769,10076,57096,11709
8,73950,9834,55597,10876
9,75003,9684,56496,10741
10,73415,10374,55960,11087
11,74082,9630,56934,11029
12,74870,10185,57259,10682
13,74062,10228,57813,11605
14,74463,9888,58319,11247
15,75260,10196,59087,11395
16,75549,10551,57776,11464
17,72476,10313,53952,11924
18,75079,10538,58763,11346
19,74139,10772,58968,11604
20,73458,11266,56835,11203
21,39755,5718,-1865312,-382184
22,27,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
