timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,163,6,427,101
2,18376,6986,59071,10646
3,18033,3652,59380,10258
4,18203,3009,61265,10392
5,18484,2712,64949,11177
6,18637,3672,63735,11938
7,18390,2360,63803,11714
8,18589,2543,64943,11663
9,18568,4742,60941,10483
10,18621,5434,58751,9636
11,18854,3531,64365,12100
12,18900,3724,64522,11783
13,18613,5609,59398,9803
14,18480,3808,61190,10496
15,18862,6076,60823,10354
16,18732,5028,59786,10089
17,18435,3441,60464,10019
18,18499,2620,61865,10527
19,18719,2801,65492,11515
20,18996,3443,64248,11572
21,18145,3737,59980,9785
22,18508,3522,62598,11183
23,18192,2890,62875,11311
24,18500,3374,61306,10399
25,18703,4067,62573,10809
26,18596,3431,62145,10400
27,16789,3821,55783,9664
28,26,0,0,0
29,28,0,0,0
30,26,0,0,0
