timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,556,3,629,6
2,26516,105,38460,174
3,25571,73,34171,109
4,24980,64,32545,120
5,28526,303,57527,705
6,28156,123,43536,238
7,27892,147,42979,203
8,27974,119,43693,199
9,28112,86,43810,172
10,29771,208,58195,430
11,28346,111,43705,171
12,28165,114,43745,203
13,28230,89,43869,198
14,27124,92,39679,152
15,29290,186,56152,444
16,28012,130,43191,233
17,25901,101,36088,147
18,25283,108,33646,146
19,25247,72,33177,115
20,28419,192,53637,419
21,28337,86,44555,193
22,19431,62,0,0
23,15192,2,0,0
24,15193,8,0,0
25,15196,3,0,0
26,15217,1,0,0
27,15211,2,0,0
28,15208,3,0,0
29,15225,2,0,0
30,15214,0,0,0
