timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,470792,7347892,0,606920
2,470812,7347892,0,606920
3,470884,7347892,0,606920
4,470884,7347892,0,606920
5,470884,7347892,0,606920
6,470884,7347892,0,606920
7,470888,7347892,0,606920
8,470904,7347892,0,606920
9,470924,7347892,0,606920
10,470924,7347892,0,606984
11,470924,7347892,0,606984
12,470924,7347892,0,606984
13,470928,7347892,0,606984
14,470928,7347892,0,606984
15,470928,7347892,0,606984
16,470928,7347892,0,606984
17,470928,7347892,0,606984
18,470928,7347892,0,606984
19,470928,7347892,0,607660
20,470928,7347892,0,608640
21,470928,7347892,0,608640
22,470928,7347892,0,608640
23,470928,7347892,0,608640
24,470928,7347892,0,609064
25,470928,7347892,0,0
26,470928,7347892,0,0
27,470928,7347892,0,0
28,470928,7347892,0,0
29,470928,7347892,0,0
30,470928,7347892,0,0
