syscall_name,count,errors,total_time_us,avg_time_us,pct_time
shutdown,85721,0,2114117,24,0.54
accept,85684,0,390069,4,0.10
futex,44499,0,197085792,4428,50.75
restart_syscall,6,0,3812041,635340,0.98
