timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,8679,11199,13671,16799,53,19759,8355,2627
2,8591,11463,14383,15919,64,17743,8410,2658
3,8495,10743,13367,16095,60,18655,8200,2460
4,11079,14583,20543,22527,62,27135,10825,3654
5,11479,14679,36895,51871,74,55487,11674,4964
6,11367,14159,17391,19807,60,21839,11007,3164
7,13239,16687,19983,22063,73,25279,12621,3794
8,11871,18271,21791,24703,72,28831,12380,4325
9,11471,14687,18479,22719,68,24751,11125,3373
10,11015,14599,18671,21839,79,25023,10839,3468
11,12063,15719,162815,175487,66,175743,15101,22039
12,150911,153343,155263,155391,147456,155391,150897,1761
13,150655,152575,154111,154367,148352,154367,150792,1333
14,151039,157439,162047,162431,145536,162431,152343,4017
15,150527,155391,156159,156287,145536,156287,151032,3132
16,151167,155263,156159,156287,146176,156287,151441,2525
17,149631,152319,152831,153087,147200,153087,149700,1428
18,148863,151039,151551,151679,146176,151679,148961,1404
19,150655,155263,156287,156415,146432,156415,150806,2996
20,151423,155903,157439,157823,146176,157951,151442,3349
21,152063,155135,156159,156671,146304,156799,151251,2991
22,151935,159487,163839,164095,148864,164095,153074,3594
23,148991,151807,152191,152447,145792,152447,149076,1886
24,150527,152959,153727,153855,148608,153855,150823,1391
25,151935,153215,154111,154367,148736,154495,151501,1447
26,148607,152063,152959,153215,145408,153215,148680,1925
27,146815,149119,152191,152575,144256,152703,147058,1846
28,151935,153983,155647,156287,150272,156415,152218,1315
29,154111,157311,158079,158207,145536,158207,152624,4101
30,150783,154879,155647,155647,145664,155775,150856,2619
