timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,8243,8644260997,8243.0,8243.810,0.008243
2,10359,10863265761,10359.0,10360.018,0.010359
3,9726,10199451954,9726.0,9726.955,0.009726
4,9230,9679307170,9230.0,9230.907,0.009230
5,8819,9248300101,8819.0,8819.866,0.008819
6,8735,9160211065,8735.0,8735.858,0.008735
7,8971,9407699309,8971.0,8971.881,0.008971
8,8817,9246202743,8817.0,8817.866,0.008817
9,8803,9231521237,8803.0,8803.865,0.008803
10,8949,9384628371,8949.0,8949.879,0.008949
11,8391,8799465489,8391.0,8391.824,0.008391
12,8990,9427624210,8990.0,8990.883,0.008990
13,8733,9158113707,8733.0,8733.858,0.008733
14,8932,9366800828,8932.0,8932.877,0.008932
15,8861,9292344619,8861.0,8861.870,0.008861
16,8819,9248300101,8819.0,8819.866,0.008819
17,9047,9487398913,9047.0,9047.889,0.009047
18,8862,9293393298,8862.0,8862.871,0.008862
19,8692,9115117868,8692.0,8692.854,0.008692
20,8397,8805757563,8397.0,8397.825,0.008397
21,8439,8849802081,8439.0,8439.829,0.008439
22,8950,9385677050,8950.0,8950.879,0.008950
23,8382,8790027378,8382.0,8382.823,0.008382
24,8150,8546733850,8150.0,8150.801,0.008150
25,8960,9396163840,8960.0,8960.880,0.008960
26,8820,9249348780,8820.0,8820.866,0.008820
27,8981,9418186099,8981.0,8981.882,0.008981
28,8838,9268225002,8838.0,8838.868,0.008838
29,8097,8491153863,8097.0,8097.795,0.008097
30,8539,8954669981,8539.0,8539.839,0.008539
