timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1049,43,825,6
2,31185,5372,29123,7053
3,26111,6695,24495,8870
4,26001,7198,24218,9142
5,26473,6602,24325,7865
6,26233,6747,24226,9217
7,29432,5910,27592,7229
8,24899,6679,23491,9525
9,25811,6809,24031,9383
10,26142,6912,24386,9380
11,25269,6506,24517,9332
12,26127,6665,24511,8738
13,25934,6523,23958,9102
14,28892,6260,27361,8286
15,25595,7539,23917,9067
16,14560,3788,0,0
17,28,0,0,0
18,26,0,0,0
19,26,0,0,0
20,26,0,0,0
21,26,0,0,0
22,28,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
