syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2286561,0,121556507,53,20.93
futex,101579,0,419311237,4127,72.20
write,66282,0,3864890,58,0.67
shutdown,33145,0,1780080,53,0.31
rt_sigreturn,88,0,20422,232,0.00
restart_syscall,6,0,9255255,1542542,1.59
openat,5,0,287,57,0.00
