timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,123,0,448,0
2,10658,50,43342,26
3,10805,60,43913,18
4,10768,66,44082,36
5,10602,66,43516,24
6,11006,82,44664,19
7,11066,64,45043,22
8,10945,51,44189,25
9,10755,45,44279,18
10,10795,80,44058,18
11,10790,51,44256,40
12,10941,84,44504,29
13,10759,63,44105,17
14,10893,63,43874,28
15,10749,61,43722,46
16,10964,60,44285,43
17,10940,50,44586,27
18,10915,51,44702,16
19,10710,37,43409,15
20,10958,82,44314,19
21,10875,76,44219,45
22,10889,35,44133,44
23,11067,58,44734,12
24,7980,28,31693,19
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,25,0,0,0
30,28,0,0,0
