timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,27,3,24,4
2,27,3,24,4
3,27,3,24,4
4,27,3,24,4
5,27,3,24,4
6,27,3,24,4
7,27,3,24,4
8,27,3,24,4
9,27,3,24,4
10,27,3,24,4
11,27,3,24,4
12,27,3,24,4
13,27,3,24,4
14,27,3,24,4
15,27,3,24,4
16,27,3,24,4
17,27,3,24,4
18,27,3,24,4
19,27,3,24,4
20,27,3,24,4
21,27,3,24,4
22,27,3,0,0
23,27,3,0,0
24,27,3,0,0
25,27,3,0,0
26,27,3,0,0
27,27,3,0,0
28,27,3,0,0
29,27,3,0,0
30,27,3,0,0
