timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,122766,75010026,122766.0,71.535,0.122766
2,118880,72635680,118880.0,69.271,0.118880
3,127617,77973987,127617.0,74.362,0.127617
4,107468,65662948,107468.0,62.621,0.107468
5,99283,60661913,99283.0,57.852,0.099283
6,99299,60671689,99299.0,57.861,0.099299
7,91559,55942549,91559.0,53.351,0.091559
8,88721,54208531,88721.0,51.697,0.088721
9,96066,58696326,96066.0,55.977,0.096066
10,97288,59442968,97288.0,56.689,0.097288
11,106637,65155207,106637.0,62.137,0.106637
12,120739,73771529,120739.0,70.354,0.120739
13,119604,73078044,119604.0,69.693,0.119604
14,119399,72952789,119399.0,69.573,0.119399
15,120303,73505133,120303.0,70.100,0.120303
16,120822,73822242,120822.0,70.402,0.120822
17,120334,73524074,120334.0,70.118,0.120334
18,119981,73308391,119981.0,69.912,0.119981
19,120285,73494135,120285.0,70.089,0.120285
20,121296,74111856,121296.0,70.679,0.121296
21,120859,73844849,120859.0,70.424,0.120859
22,120292,73499023,120292.0,70.094,0.120292
23,107745,65831584,107745.0,62.782,0.107745
24,104325,63742575,104325.0,60.790,0.104325
25,103553,63271494,103553.0,60.340,0.103553
26,103835,63442574,103835.0,60.504,0.103835
27,101210,61839921,101210.0,58.975,0.101210
28,103173,63038092,103173.0,60.118,0.103173
29,104428,63805508,104428.0,60.850,0.104428
30,104664,63949704,104664.0,60.987,0.104664
