timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1837,396,1215,295
2,73624,12392,58321,18635
3,73379,12544,57522,18525
4,73646,12661,56815,18842
5,73442,12491,55638,18159
6,73716,12572,56315,19221
7,73496,13470,57033,18746
8,73677,12802,57495,19730
9,73889,13196,56321,20681
10,73226,12913,57187,19451
11,73624,13167,56475,19973
12,72887,13068,56926,18939
13,69321,12616,53058,18035
14,62925,10976,46210,14599
15,61637,11179,47834,15455
16,61125,11069,45376,14805
17,65327,10429,48377,13663
18,61744,11042,46455,14631
19,60408,11623,45728,15119
20,62078,11171,45988,15975
21,28826,5183,0,0
22,26,0,0,0
23,25,0,0,0
24,28,0,0,0
25,25,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
