timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,362448,8476524,0,103408
2,362448,8476524,0,103416
3,362448,8476524,0,103440
4,362448,8476524,0,103440
5,362448,8476524,0,103440
6,362448,8476524,0,103448
7,362448,8476524,0,103452
8,362448,8476524,0,103468
9,362448,8476524,0,103468
10,362448,8476524,0,103476
11,362448,8476524,0,103476
12,362448,8476524,0,103496
13,362448,8476524,0,103508
14,362448,8476524,0,103508
15,362448,8476524,0,103512
16,362448,8476524,0,103512
17,362448,8476524,0,103524
18,362448,8476524,0,103528
19,362448,8476524,0,103532
20,362448,8476524,0,103532
21,362448,8476524,0,103532
22,362796,8476524,0,103532
23,362796,8476524,0,0
24,362796,8476524,0,0
25,362796,8476524,0,0
26,362796,8476524,0,0
27,362796,8476524,0,0
28,362796,8476524,0,0
29,362796,8476524,0,0
30,362796,8476524,0,0
