timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,56018,235051528,56018.0,224.163,0.056018
2,57749,242314804,57749.0,231.089,0.057749
3,57687,242054652,57687.0,230.841,0.057687
4,46838,196532248,46838.0,187.428,0.046838
5,42713,179223748,42713.0,170.921,0.042713
6,39394,165297224,39394.0,157.640,0.039394
7,39196,164466416,39196.0,156.847,0.039196
8,40763,171041548,40763.0,163.118,0.040763
9,41128,172573088,41128.0,164.579,0.041128
10,6180,25931280,6180.0,24.730,0.006180
11,1736,7284256,1736.0,6.947,0.001736
12,1741,7305236,1741.0,6.967,0.001741
13,1730,7259080,1730.0,6.923,0.001730
14,1743,7313628,1743.0,6.975,0.001743
15,1731,7263276,1731.0,6.927,0.001731
16,1741,7305236,1741.0,6.967,0.001741
17,1721,7221316,1721.0,6.887,0.001721
18,1714,7191944,1714.0,6.859,0.001714
19,1691,7095436,1691.0,6.767,0.001691
20,1709,7170964,1709.0,6.839,0.001709
21,1730,7259080,1730.0,6.923,0.001730
22,1696,7116416,1696.0,6.787,0.001696
23,1724,7233904,1724.0,6.899,0.001724
24,1730,7259080,1730.0,6.923,0.001730
25,1730,7259080,1730.0,6.923,0.001730
26,1727,7246492,1727.0,6.911,0.001727
27,1727,7246492,1727.0,6.911,0.001727
28,1733,7271668,1733.0,6.935,0.001733
29,1731,7263276,1731.0,6.927,0.001731
30,1732,7267472,1732.0,6.931,0.001732
