syscall_name,count,errors,total_time_us,avg_time_us,pct_time
futex,110097,0,550527518,5000,84.44
write,72000,0,2780727,38,0.43
shutdown,36000,0,1321245,36,0.20
rt_sigreturn,15,0,494,32,0.00
restart_syscall,6,0,6537905,1089650,1.00
openat,5,0,154,30,0.00
