timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,16453,8549130170,16453.0,8153.086,0.016453
2,17852,9273837150,17852.0,8844.220,0.017852
3,15697,8165801080,15697.0,7787.515,0.015697
4,16056,8383947320,16056.0,7995.555,0.016056
5,15711,8213520570,15711.0,7833.024,0.015711
6,15662,8172618150,15662.0,7794.016,0.015662
7,15470,8076654780,15470.0,7702.498,0.015470
8,15544,8120179150,15544.0,7744.006,0.015544
9,15725,8224008370,15725.0,7843.026,0.015725
10,15038,7856410980,15038.0,7492.457,0.015038
11,14723,7689654960,14723.0,7333.426,0.014723
12,14612,7607325730,14612.0,7254.911,0.014612
13,15432,8060923080,15432.0,7687.495,0.015432
14,15844,8268057130,15844.0,7885.034,0.015844
15,13812,7205642990,13812.0,6871.837,0.013812
16,14761,7696996420,14761.0,7340.428,0.014761
17,15869,8292703460,15869.0,7908.538,0.015869
18,15433,8055154790,15433.0,7681.994,0.015433
19,14934,7794008570,14934.0,7432.946,0.014934
20,14763,7713776900,14763.0,7356.431,0.014763
21,15891,8310532720,15891.0,7925.542,0.015891
22,16040,8361922940,16040.0,7974.551,0.016040
23,14474,7544923320,14474.0,7195.400,0.014474
24,14929,7782471990,14929.0,7421.944,0.014929
25,15753,8236069340,15753.0,7854.528,0.015753
26,16046,8376081470,16046.0,7988.054,0.016046
27,17133,8956056810,17133.0,8541.161,0.017133
28,16849,8803983710,16849.0,8396.133,0.016849
29,16899,8842264180,16899.0,8432.640,0.016899
30,17048,8914630000,17048.0,8501.654,0.017048
