timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,473408,7347892,0,610548
2,473408,7347892,0,610548
3,473504,7347892,0,610548
4,473548,7347892,0,610548
5,473548,7347892,0,610548
6,473548,7347892,0,610548
7,473548,7347892,0,610548
8,473548,7347892,0,610548
9,473564,7347892,0,610548
10,473564,7347892,0,610612
11,473564,7347892,0,610612
12,473664,7347892,0,610612
13,473664,7347892,0,610612
14,473664,7347892,0,610612
15,473664,7347892,0,610612
16,473664,7347892,0,610612
17,473664,7347892,0,610612
18,473664,7347892,0,610612
19,473664,7347892,0,611340
20,473664,7347892,0,611392
21,473676,7347892,0,611392
22,473676,7347892,0,611396
23,473676,7347892,0,611396
24,473676,7347892,0,611932
25,473676,7347892,0,0
26,473676,7347892,0,0
27,473676,7347892,0,0
28,473676,7347892,0,0
29,473676,7347892,0,0
30,473676,7347892,0,0
