timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1917,350,1417,256
2,65369,11401,48835,13356
3,66258,11505,48103,13407
4,66194,11645,49035,13666
5,64722,11464,48102,12373
6,68226,11311,53632,13004
7,66908,11782,49692,13132
8,66928,11604,50488,13650
9,67686,11451,51294,13109
10,66906,11685,49564,12779
11,67533,11840,53277,12872
12,67204,11751,50773,13444
13,67215,11986,51181,13496
14,65889,12327,49919,13359
15,66131,11953,48664,13535
16,65450,12324,47269,13560
17,65486,11847,48158,13576
18,68046,12512,52117,13869
19,66246,11957,49028,13296
20,65878,12048,47576,13413
21,23907,4552,0,0
22,46,0,0,0
23,46,1,0,0
24,47,0,0,0
25,48,0,0,0
26,46,0,0,0
27,46,0,0,0
28,46,0,0,0
29,47,0,0,0
30,48,0,0,0
