timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,669,913,1064,1105,59,1124,612,255
2,701,1076,2441,6379,73,7427,717,478
3,688,1061,1355,2741,72,3301,668,349
4,721,1110,3025,5871,82,8051,751,560
5,726,1055,2159,4259,72,5951,705,435
6,761,1080,1754,4151,79,5075,721,420
7,698,1030,1094,1109,59,1113,653,312
8,636,1029,1093,1118,59,1135,585,324
9,645,1039,1097,1108,60,1111,649,312
10,443,821,1103,1115,57,1125,466,248
11,559,983,1091,1103,64,1109,585,239
12,582,982,1078,1108,62,1112,612,257
13,859,1051,1106,1768,61,4259,733,339
14,907,1062,1121,1141,74,1197,722,368
15,565,1050,1118,1139,71,1139,509,352
16,496,1038,1119,1140,68,1162,564,324
17,580,1075,1124,1135,72,1140,641,350
18,622,1041,1116,1133,82,1140,611,301
19,669,1037,1121,1132,73,1138,666,278
20,571,1017,1118,1140,71,1143,582,291
21,443,969,1116,1140,70,1145,497,301
22,527,1030,1118,1136,69,1137,577,309
23,927,1070,1120,1138,79,1139,760,326
24,815,1074,1113,1130,82,1145,747,325
25,865,1069,1117,1146,70,1448,722,340
26,681,998,1090,1125,86,1132,637,285
27,444,936,1100,1129,83,1139,493,283
28,442,929,1118,1134,70,1149,496,275
29,771,1083,1122,1138,75,1142,706,315
30,712,1047,1105,1134,63,1150,625,377
