timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,0.0,0.0,0.0,0.0,0.0,0.0
2,8.0,41.5,49.5,14.0,24.0,38.0
3,7.0,41.5,48.5,14.5,23.5,38.0
4,6.5,41.5,48.0,13.5,24.0,37.5
5,6.5,41.0,47.5,12.5,24.5,37.0
6,6.5,42.0,48.5,14.0,25.0,39.0
7,8.0,41.5,49.5,13.5,25.0,38.5
8,6.0,42.5,48.5,14.5,24.0,38.5
9,6.5,41.5,48.0,14.5,23.5,38.0
10,7.0,42.5,49.5,15.0,24.0,39.0
11,6.5,42.0,48.5,16.5,22.5,39.0
12,6.0,42.0,48.0,15.0,22.0,37.0
13,6.5,42.5,49.0,14.5,23.5,38.0
14,7.0,41.5,48.5,13.5,24.5,38.0
15,5.5,34.0,39.5,13.5,18.5,32.0
16,0.0,0.0,0.0,-2211.5,-6690.5,-8902.0
17,0.0,0.5,0.5,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.5,0.5,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.5,0.5,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
