timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1789,2527,3635,4819,166,7735,1853,551
2,1759,2563,3721,4959,179,7647,1832,589
3,1716,2443,3551,4695,159,5807,1784,537
4,1996,3109,4443,6335,174,9543,2130,756
5,2069,2947,4303,5591,166,10519,2150,655
6,2213,3167,4735,6159,206,10367,2290,734
7,2181,3119,4547,6111,192,8423,2268,700
8,4419,5347,5995,6951,207,7359,3922,1358
9,2333,5223,6107,6423,190,8295,2711,1276
10,2631,4043,6151,8279,194,11159,2787,1006
11,2201,4231,5683,8887,128,12743,2476,1063
12,2509,4009,4839,6383,194,8583,2692,895
13,2219,3241,4867,6543,198,8671,2315,770
14,2075,2955,4215,5539,178,8023,2149,659
15,2439,3527,5059,6243,162,9575,2537,791
16,2195,3153,4599,6079,202,9583,2276,721
17,2503,16575,40735,50335,194,50655,7262,8357
18,15903,16863,18255,18383,15368,18415,16075,588
19,15759,16087,17087,17423,15136,17471,15782,295
20,16007,16959,18479,18559,15152,18607,16172,590
21,15719,17071,17727,17935,14992,17967,15965,704
22,15575,15951,16247,16399,15104,16479,15602,241
23,15831,16959,17407,17599,15160,17711,15967,550
24,16119,16671,17279,17503,15312,17535,16192,378
25,16007,16359,16943,17103,15376,17231,15992,314
26,16111,16783,17183,17359,15424,17423,16181,416
27,16287,17119,17791,18063,15440,18095,16355,508
28,16263,16895,17263,17663,15072,17695,16251,499
29,15823,16527,17455,17567,15096,17599,15930,457
30,16055,16591,16879,17071,15280,17103,16081,368
