timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,2174608,7850892,0,105172
2,2379676,8047500,0,105180
3,2496052,8244108,0,105180
4,0,0,0,105196
5,0,0,0,105212
6,0,0,0,105212
7,0,0,0,105212
8,0,0,0,105220
9,0,0,0,105232
10,0,0,0,105232
11,0,0,0,105248
12,0,0,0,105248
13,0,0,0,105256
14,0,0,0,105336
15,0,0,0,105336
16,0,0,0,105340
17,0,0,0,105348
18,0,0,0,105360
19,0,0,0,105360
20,0,0,0,105372
21,0,0,0,105372
22,0,0,0,105376
23,0,0,0,105380
24,0,0,0,105388
25,0,0,0,105388
26,0,0,0,105396
27,0,0,0,105464
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
