syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,575872,0,38321870,66,20.06
write,40314,0,3342923,82,1.75
futex,26578,0,132032515,4967,69.12
shutdown,8243,0,575854,69,0.30
rt_sigreturn,372,0,16460,44,0.01
restart_syscall,7,0,8880098,1268585,4.65
openat,5,0,868,173,0.00
