timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,136703,148735,169855,180607,1109,185215,134913,20043
2,111487,121471,129215,134399,1313,140031,111488,11934
3,110207,121983,169983,184575,1236,188543,108793,18763
4,113407,132351,177407,186879,1104,193535,116496,19099
5,120319,126463,135551,144895,1059,151295,119355,13949
6,119295,127807,135935,142463,1177,146175,118368,13408
7,114687,130111,153727,158975,1173,163455,116383,15168
8,117759,131327,165631,183295,1128,186495,116647,18165
9,116671,123647,133247,138879,1486,147583,116865,10002
10,117631,125055,133631,139903,1232,143103,117163,12273
11,115967,129919,155135,164735,1161,168447,116345,15475
12,64287,112895,128895,134399,1212,138495,70139,19289
13,76479,174591,1599487,1623039,1170,1637375,162288,322261
14,115327,126527,185983,211071,1096,216063,117146,16617
15,120831,130623,139647,148607,1258,157055,120215,14612
16,116863,125055,140927,148479,1212,150911,116679,13671
17,117439,125247,135551,142463,1338,144639,117281,12555
18,118975,129407,138751,146815,1415,150783,118195,14972
19,118079,127103,142079,147967,1351,151039,117175,16420
20,118655,125119,138751,144639,960,152191,117961,14815
21,122431,128511,136447,142207,1173,146303,121027,16270
22,124095,134655,161919,175103,1198,185215,124139,14944
23,127039,138495,165887,173823,1163,177535,127327,18121
24,125503,136703,142847,146815,1425,152191,124847,16505
25,118655,139135,158975,164735,1381,168319,120362,16507
26,115903,126463,143871,152063,1221,155135,116032,14180
27,117695,123711,130751,136959,1247,139903,116653,14145
28,117631,122943,129215,132735,1313,136063,116812,12866
29,125823,141311,153599,163583,1325,167679,125074,16289
30,131455,141567,165503,173567,1085,181375,130293,20602
