timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,299,0,96,0
2,16889,8,7258,6
3,16803,9,6592,4
4,16854,10,6774,7
5,16806,10,6298,2
6,16800,6,6897,8
7,16801,10,6539,3
8,16906,14,7015,6
9,16813,15,6702,14
10,16945,7,7175,4
11,16954,6,7179,5
12,17183,3,8015,5
13,17098,5,7802,2
14,16759,8,6394,6
15,16871,5,6793,7
16,17142,5,7996,4
17,16989,8,7350,3
18,17016,5,7507,8
19,16987,9,7408,14
20,16970,6,7250,8
21,17137,6,7952,7
22,17224,16,8314,12
23,16816,11,6727,5
24,16834,3,6793,8
25,15389,7,0,0
26,15208,0,0,0
27,15204,7,0,0
28,15188,4,0,0
29,15208,3,0,0
30,15204,5,0,0
