timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1110,162,1479,188
2,70098,2989,115865,4940
3,70847,2959,117006,4953
4,70697,2955,116931,4841
5,70144,2970,116182,4982
6,71219,2966,117153,4618
7,71215,2768,117018,4585
8,70932,3007,116663,4831
9,70906,2957,116718,4839
10,70906,2973,116895,4808
11,70781,3104,116462,5045
12,70977,2831,116781,4717
13,70837,3072,116819,4868
14,71226,2695,113624,4397
15,70736,2890,116541,4631
16,70904,2999,116717,4986
17,70322,2933,115625,4791
18,70485,2704,109275,4400
19,70263,2788,115787,4758
20,70603,3090,116126,4905
21,70750,2850,116313,4641
22,71154,3023,116940,5066
23,31241,1327,0,0
24,26,0,0,0
25,26,0,0,0
26,27,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
