timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,62719,67775,73535,76351,650,79039,62390,7733
2,64063,69759,78847,87871,636,93503,63566,8863
3,67007,72063,77183,80895,600,83519,65938,10082
4,64255,68415,73919,78015,705,84863,63748,8090
5,64767,69119,80063,87743,570,92031,64055,9010
6,65407,70847,77183,86783,644,90751,64772,9015
7,67263,72959,97215,103359,642,107135,66296,11828
8,64863,69759,84991,98239,578,103871,63845,10263
9,66303,72255,80703,86079,614,93119,65304,9520
10,65663,69823,75455,80191,609,84671,64507,9896
11,65055,71103,83007,90687,617,95615,64489,9176
12,65087,68863,75711,86207,662,100095,64548,8712
13,67199,71039,75711,79487,584,85631,65507,10659
14,71359,75519,82047,86207,503,96383,69574,10809
15,73663,78527,83647,88895,584,94335,71830,12003
16,68991,76415,88063,95871,539,99327,68446,10834
17,64799,69183,75775,82303,588,85631,63837,9642
18,64447,71167,88127,98175,722,111615,64226,9894
19,73855,80447,86271,90495,614,97023,71967,11197
20,72959,78463,83135,86975,567,93311,70337,11931
21,68543,72831,84287,92415,582,94847,66869,11118
22,64063,68351,79615,84159,756,88255,63053,9404
23,65983,70463,77759,83903,672,86527,64741,9891
24,66495,71487,79487,85631,646,89407,65588,9918
25,67583,71551,76159,79935,665,82303,65850,10611
26,66431,71487,82047,89151,567,98303,65573,10350
27,66815,71167,76351,80255,605,83967,65273,10895
28,64095,69119,74879,78143,659,84671,63078,9229
29,64959,70527,99583,115455,619,119423,64312,12080
30,66687,71487,75903,80063,679,85183,65373,9778
