timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,251,1,751,0
2,22473,65,63372,84
3,23235,89,58848,98
4,22601,83,64197,93
5,22908,65,64918,84
6,22411,74,63696,87
7,23113,82,62938,89
8,22872,73,67933,96
9,23496,69,60806,83
10,22886,77,63772,72
11,23454,56,58020,91
12,22965,106,65374,89
13,23304,59,60243,83
14,23097,95,60326,81
15,23853,79,64499,87
16,23149,64,61128,82
17,23386,81,60576,82
18,23465,69,60046,82
19,23488,47,60479,78
20,22584,81,66016,92
21,22932,53,63750,86
22,23314,83,63999,78
23,23425,51,66743,66
24,23375,77,64290,80
25,680,2,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
