timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,499260,7554456,0,100756
2,499260,7554456,0,100756
3,499260,7554456,0,100756
4,499260,7554456,0,100760
5,499260,7554456,0,100776
6,499260,7554456,0,100796
7,499260,7554456,0,100796
8,499260,7554456,0,100800
9,499260,7554456,0,100800
10,499260,7554456,0,100820
11,499260,7554456,0,100828
12,499260,7554456,0,100828
13,499260,7554456,0,100844
14,499260,7554456,0,100844
15,499260,7554456,0,100856
16,499260,7554456,0,100856
17,499260,7554456,0,100856
18,499260,7554456,0,100856
19,499260,7554456,0,100864
20,499492,7554456,0,100872
21,499492,7554456,0,0
22,499492,7554456,0,0
23,499492,7554456,0,0
24,499492,7554456,0,0
25,499492,7554456,0,0
26,499492,7554456,0,0
27,499492,7554456,0,0
28,499492,7554456,0,0
29,499492,7554456,0,0
30,499492,7554456,0,0
