timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,108200,454007200,108200.0,432.975,0.108200
2,113726,477194296,113726.0,455.088,0.113726
3,114641,481033636,114641.0,458.749,0.114641
4,96466,404771336,96466.0,386.020,0.096466
5,90832,381131072,90832.0,363.475,0.090832
6,91658,384596968,91658.0,366.780,0.091658
7,77517,325261332,77517.0,310.193,0.077517
8,82570,346463720,82570.0,330.414,0.082570
9,85464,358606944,85464.0,341.994,0.085464
10,87944,369013024,87944.0,351.918,0.087944
11,85036,356811056,85036.0,340.282,0.085036
12,34221,143591316,34221.0,136.939,0.034221
13,6832,28667072,6832.0,27.339,0.006832
14,6728,28230688,6728.0,26.923,0.006728
15,6758,28356568,6758.0,27.043,0.006758
16,6845,28721620,6845.0,27.391,0.006845
17,6630,27819480,6630.0,26.531,0.006630
18,6894,28927224,6894.0,27.587,0.006894
19,6838,28692248,6838.0,27.363,0.006838
20,6630,27819480,6630.0,26.531,0.006630
21,6834,28675464,6834.0,27.347,0.006834
22,6753,28335588,6753.0,27.023,0.006753
23,6795,28511820,6795.0,27.191,0.006795
24,6739,28276844,6739.0,26.967,0.006739
25,6860,28788756,6860.0,27.455,0.006860
26,6877,28851696,6877.0,27.515,0.006877
27,6615,27756540,6615.0,26.471,0.006615
28,6840,28700640,6840.0,27.371,0.006840
29,6942,29128632,6942.0,27.779,0.006942
30,6812,28583152,6812.0,27.259,0.006812
