timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,829,1280,2243,3355,82,4807,897,352
2,810,1283,2343,3565,82,7555,882,374
3,790,1213,2109,3301,96,5883,850,333
4,925,1499,2555,3901,104,6927,1012,422
5,993,1564,2725,4215,82,7731,1075,442
6,983,1531,2733,4435,108,7383,1067,440
7,1177,1837,3001,4355,87,6099,1262,488
8,1078,1754,2937,4427,107,7143,1184,486
9,1061,1663,2833,4171,94,5787,1144,455
10,1023,1627,2763,4163,106,5811,1111,445
11,1062,1676,2795,4391,112,6799,1151,455
12,1017,14415,15607,16375,100,16671,2883,4670
13,14591,15119,15439,15679,13736,15719,14637,330
14,14727,15695,17599,17807,13920,17855,14849,635
15,14687,15535,17615,17663,13784,17663,14807,673
16,14479,15319,16511,16735,13368,16767,14598,573
17,14807,16735,17727,17791,14000,17791,15077,923
18,14343,15415,16175,16623,13728,16671,14501,588
19,14447,15775,16959,17599,13712,17615,14619,693
20,14783,16607,17199,17407,13648,17455,15054,860
21,14503,15415,17375,17551,13464,17567,14644,612
22,14583,15919,17039,17279,13952,17295,14800,673
23,14615,15463,16375,16671,13968,16751,14711,529
24,14695,15503,16815,16975,14088,17007,14837,514
25,14479,15031,16063,16359,13904,16415,14571,401
26,14223,15447,17567,17647,13592,17663,14512,893
27,14639,17167,17615,17647,13648,17679,15135,1142
28,14487,15159,16215,16559,13904,16591,14610,437
29,14407,14919,15335,15399,13712,15471,14393,406
30,14431,15919,16799,17311,13512,17407,14678,735
