timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,102004,11207060,0,103696
2,102008,11207060,0,103716
3,102032,11207060,0,103720
4,102032,11207060,0,103720
5,102040,11207060,0,103720
6,102040,11207060,0,103720
7,102040,11207060,0,103728
8,102040,11207060,0,103744
9,102052,11207060,0,103748
10,102068,11207060,0,103748
11,102068,11207060,0,103776
12,102068,11207060,0,103800
13,102068,11207060,0,103812
14,102068,11207060,0,103812
15,102068,11207060,0,103812
16,102072,11207060,0,103812
17,102072,11207060,0,103820
18,102072,11207060,0,103824
19,102072,11207060,0,103824
20,102072,11207060,0,103836
21,102072,11207060,0,103840
22,102152,11207060,0,0
23,102152,11207060,0,0
24,102152,11207060,0,0
25,102152,11207060,0,0
26,102152,11207060,0,0
27,102152,11207060,0,0
28,102152,11207060,0,0
29,102152,11207060,0,0
30,102152,11207060,0,0
