timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,666,805,1423,1614,122,1058815,1305,25028
2,732,1023,1560,200831,138,1060863,1470,25880
3,709,928,1246,2163,131,1062911,1372,24868
4,667,795,995,1471,111,1064959,1248,24053
5,675,796,966,1923,165,1063935,1249,23864
6,674,801,984,1386,155,1060863,1276,24535
7,670,796,996,1496,205,1065983,1230,23402
8,675,803,976,1628,124,1065983,1248,23427
9,675,800,974,1468,149,1063935,1256,24065
10,675,802,999,1322,139,1064959,1133,21791
11,674,804,986,1605,152,1061887,1262,23949
12,674,796,974,1460,166,1061887,1306,24820
13,674,805,984,1665,122,1056767,1222,23241
14,684,807,997,201727,145,1053695,1310,24229
15,677,808,986,1634,173,1064959,1249,23535
16,682,805,971,1513,179,1058815,1268,23863
17,678,804,993,1573,165,1062911,1296,24738
18,677,798,976,1387,169,1064959,1205,22815
19,681,805,980,1422,183,1063935,1301,25106
20,677,799,986,1453,193,1062911,1259,23934
21,678,806,981,1523,153,1063935,1260,23722
22,680,813,1006,2243,180,1062911,1274,23804
23,673,797,977,1430,140,1061887,1228,23587
24,682,810,983,1400,193,1064959,1158,21458
25,682,811,994,2145,149,1059839,1251,23078
26,683,812,1006,1569,139,1061887,1285,24316
27,678,808,985,1407,149,1064959,1267,23997
28,677,805,983,1488,159,1063935,1263,23804
29,681,808,977,1450,137,1054719,1247,23550
30,681,811,991,1460,170,1056767,1245,23789
