timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1271,363,1024,334
2,25480,6322,21380,6281
3,26083,6587,21670,6193
4,26291,6996,22221,6625
5,25766,6786,21261,6216
6,25716,6506,21497,6066
7,26907,6673,22095,5958
8,26948,6515,22638,6049
9,26663,6730,21916,5909
10,26149,6770,21800,6296
11,26355,6507,21707,6341
12,23310,5955,21923,6163
13,45,0,0,0
14,46,0,0,0
15,46,0,0,0
16,46,0,0,0
17,48,0,0,0
18,46,0,0,0
19,46,0,0,0
20,47,0,0,0
21,46,0,0,0
22,48,0,0,0
23,46,0,0,0
24,46,0,0,0
25,47,0,0,0
26,46,0,0,0
27,48,0,0,0
28,46,0,0,0
29,46,0,0,0
30,46,0,0,0
