timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,24335,26799,31503,33311,181,36383,23639,5088
2,23855,27439,33119,36159,163,39487,23333,5365
3,23743,26639,32367,35551,162,40095,23106,5156
4,26047,31567,37471,44063,156,46111,25523,6223
5,26911,30319,38847,42047,204,43999,26232,6225
6,28383,31519,34207,36607,211,39871,27448,5978
7,27455,30623,35487,40479,205,43647,26665,5782
8,27695,30559,34943,39807,164,41727,26630,6249
9,28223,32991,36159,38815,165,40831,27721,6038
10,33471,35999,39199,41503,203,45407,31968,6809
11,27535,29999,32863,35007,163,40223,26569,5776
12,29855,38783,43519,46431,164,50143,30900,8022
13,30351,35871,39295,41631,191,45055,29264,7529
14,27919,31231,35295,40223,205,48575,27247,5843
15,29327,32463,34687,36639,179,38463,28306,6241
16,26959,30287,39103,46015,181,48223,25849,6756
17,27871,31039,37215,42655,208,45503,26771,6608
18,29087,32719,53471,66175,194,67583,28262,7285
19,27983,31359,34879,37887,171,40159,26647,6476
20,24767,29695,37119,43551,164,47103,24334,6111
21,24575,27743,42527,49567,198,51519,23688,6752
22,24783,27679,32031,35103,177,36799,24149,5496
23,25199,28063,33439,35743,210,37663,24088,5876
24,24527,26751,36063,40127,229,41695,23692,5606
25,24559,27359,31423,34847,196,36703,23767,5404
26,24527,27023,31119,34463,198,39007,23723,5292
27,24687,28463,34687,39263,209,40767,23720,6117
28,24495,26559,31071,37407,191,40319,23645,5313
29,24511,27999,35007,39935,180,44575,23772,5894
30,24655,27839,33439,36063,201,38655,23745,5777
