timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,0.0,1.5,1.5,0.0,1.0,1.0
2,11.0,20.5,31.5,16.0,26.5,42.5
3,9.0,22.5,31.5,14.5,29.5,44.0
4,10.5,24.0,34.5,17.5,27.0,44.5
5,7.0,23.0,30.0,14.5,28.5,43.0
6,10.5,22.5,33.0,16.5,26.5,43.0
7,7.5,20.5,28.0,15.5,28.5,44.0
8,10.0,23.5,33.5,16.5,28.5,45.0
9,6.5,22.0,28.5,15.0,28.5,43.5
10,10.5,22.0,32.5,16.5,27.5,44.0
11,7.5,23.0,30.5,18.0,26.5,44.5
12,8.5,20.5,29.0,16.5,26.0,42.5
13,9.0,25.0,34.0,16.0,28.5,44.5
14,9.5,22.0,31.5,16.0,29.0,45.0
15,8.5,20.5,29.0,16.0,27.0,43.0
16,9.0,21.5,30.5,16.0,27.5,43.5
17,7.5,24.5,32.0,15.5,28.5,44.0
18,8.0,22.0,30.0,15.0,29.0,44.0
19,10.0,20.5,30.5,15.5,28.5,44.0
20,8.5,25.5,34.0,17.0,28.0,45.0
21,8.0,23.0,31.0,15.5,27.5,43.0
22,8.5,21.0,29.5,17.0,27.5,44.5
23,9.0,24.5,33.5,14.5,28.5,43.0
24,8.5,18.5,27.0,15.5,24.5,40.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.5,0.5,0.0,0.0,0.0
