timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,286,0,98,0
2,16591,7,8335,8
3,16952,12,12825,6
4,16704,6,10658,8
5,16905,9,12689,5
6,16590,6,10210,7
7,16723,5,10460,9
8,16727,12,10774,11
9,16718,9,10687,9
10,16778,5,11551,7
11,16837,5,11278,12
12,16751,6,11369,4
13,16789,18,11270,8
14,16714,10,10693,4
15,16595,2,9643,4
16,16673,18,10451,3
17,16901,13,12587,5
18,16740,11,11228,6
19,16836,4,12333,4
20,16828,5,12385,8
21,16714,3,11097,8
22,16566,5,9261,5
23,16814,14,11605,10
24,16885,6,11937,1
25,16995,8,13133,6
26,16771,10,11269,5
27,16809,16,11835,7
28,15280,14,0,0
29,15206,6,0,0
30,15199,1,0,0
