timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,174,0,0,0
2,15147,2,0,0
3,15143,2,0,0
4,15177,4,0,0
5,15220,0,0,0
6,15211,4,0,0
7,15210,1,0,0
8,15226,2,0,0
9,15192,0,0,0
10,15197,2,0,0
11,15208,1,0,0
12,15204,2,0,0
13,15208,3,0,0
14,15207,4,0,0
15,15213,0,0,0
16,15219,2,0,0
17,15210,2,0,0
18,15197,7,0,0
19,15210,3,0,0
20,15204,3,0,0
21,15226,4,0,0
22,15223,8,0,0
23,15196,3,0,0
24,15186,4,0,0
25,15202,4,0,0
26,15214,2,0,0
27,15192,0,0,0
28,15213,3,0,0
29,15208,5,0,0
30,15209,2,0,0
