timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,109449,17730738,109449.0,16.909,0.109449
2,110745,17940690,110745.0,17.110,0.110745
3,112333,18197946,112333.0,17.355,0.112333
4,88651,14361462,88651.0,13.696,0.088651
5,85564,13861368,85564.0,13.219,0.085564
6,80995,13121190,80995.0,12.513,0.080995
7,77305,12523410,77305.0,11.943,0.077305
8,72485,11742570,72485.0,11.199,0.072485
9,78765,12760092,78765.0,12.169,0.078765
10,76388,12374694,76388.0,11.801,0.076388
11,36389,5895018,36389.0,5.622,0.036389
12,6473,1048626,6473.0,1.000,0.006473
13,6438,1042956,6438.0,0.995,0.006438
14,6244,1011528,6244.0,0.965,0.006244
15,6353,1029186,6353.0,0.982,0.006353
16,6389,1035018,6389.0,0.987,0.006389
17,6173,1000026,6173.0,0.954,0.006173
18,6356,1029672,6356.0,0.982,0.006356
19,6362,1030644,6362.0,0.983,0.006362
20,6376,1032912,6376.0,0.985,0.006376
21,6441,1043442,6441.0,0.995,0.006441
22,6389,1035018,6389.0,0.987,0.006389
23,6337,1026594,6337.0,0.979,0.006337
24,6322,1024164,6322.0,0.977,0.006322
25,6468,1047816,6468.0,0.999,0.006468
26,6285,1018170,6285.0,0.971,0.006285
27,6253,1012986,6253.0,0.966,0.006253
28,5976,968112,5976.0,0.923,0.005976
29,5268,853416,5268.0,0.814,0.005268
30,5261,852282,5261.0,0.813,0.005261
