syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept4,129252,0,1563257,12,0.35
futex,2353,0,220538828,93726,48.71
restart_syscall,6,0,7176321,1196053,1.59
newfstatat,2,0,108,54,0.00
