timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,535904,7547572,0,624140
2,535916,7547572,0,624148
3,535952,7547572,0,624148
4,535956,7547572,0,624148
5,535960,7547572,0,624156
6,535964,7547572,0,624164
7,535972,7547572,0,624164
8,535972,7547572,0,624164
9,535972,7547572,0,624168
10,535972,7547572,0,624168
11,535984,7547572,0,624176
12,535988,7547572,0,624180
13,535988,7547572,0,624180
14,535988,7547572,0,624180
15,535988,7547572,0,624180
16,535988,7547572,0,625432
17,535992,7547572,0,625496
18,535992,7547572,0,625504
19,536000,7547572,0,625508
20,536000,7547572,0,625512
21,536000,7547572,0,0
22,536000,7547572,0,0
23,536000,7547572,0,0
24,536000,7547572,0,0
25,536000,7547572,0,0
26,536000,7547572,0,0
27,536000,7547572,0,0
28,536000,7547572,0,0
29,536000,7547572,0,0
30,536000,7547572,0,0
