timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1829,484,1072,366
2,71069,13284,44242,14631
3,70279,13713,45546,14864
4,71482,14182,46476,14825
5,68186,13999,43732,14961
6,69358,13895,43649,14186
7,69569,14341,44750,15425
8,67969,14130,44352,14159
9,68731,14158,46919,14626
10,70927,14268,44469,13934
11,69657,13573,45654,14415
12,70164,13902,45046,13831
13,69604,13532,44455,14300
14,68374,13567,44832,15350
15,67482,14253,43636,14632
16,68725,14417,45363,15177
17,67232,14712,42613,13981
18,61965,12288,39819,11948
19,58714,12009,38076,11748
20,59894,12212,39021,11404
21,16157,3055,0,0
22,46,0,0,0
23,46,0,0,0
24,47,0,0,0
25,48,0,0,0
26,46,0,0,0
27,46,0,0,0
28,46,0,0,0
29,47,0,0,0
30,48,0,0,0
