timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1218,525,902,408
2,34248,8310,30368,11038
3,35285,8552,31231,11869
4,33571,8172,30383,11675
5,33454,8429,29743,11260
6,35251,8696,31785,11976
7,34952,8441,31330,12125
8,35427,8478,30786,11226
9,34619,8646,30389,11279
10,34995,8371,30656,11693
11,33919,8404,29906,11099
12,34925,8372,31038,12022
13,34644,8423,30888,12030
14,33756,8330,30018,11394
15,34587,8291,30821,11587
16,12762,3102,0,0
17,26,0,0,0
18,26,0,0,0
19,27,0,0,0
20,28,0,0,0
21,25,0,0,0
22,27,0,0,0
23,26,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,28,0,0,0
