timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,415,95,771,105
2,19764,5362,70785,6063
3,20268,5562,71657,6079
4,19599,5527,69614,6079
5,19778,5393,70435,5905
6,20368,5672,73014,6121
7,20459,5756,73331,6544
8,20375,5668,73374,6097
9,20274,5637,72913,6236
10,20497,5854,73554,6314
11,19667,5483,69875,6361
12,20323,5874,73451,6484
13,20309,5811,72534,6442
14,20473,5789,72912,6178
15,20288,5729,72794,6446
16,2652,778,0,0
17,26,0,0,0
18,29,0,0,0
19,26,0,0,0
20,25,0,0,0
21,27,0,0,0
22,26,0,0,0
23,29,0,0,0
24,26,0,0,0
25,25,0,0,0
26,26,0,0,0
27,25,0,0,0
28,30,0,0,0
29,26,0,0,0
30,25,0,0,0
